11beat	Eleven Beat	Hudson
dkongf	동키콩 파운드리 (해킹판)	hack (Jeff Kulczycki)
dkonghrd	동키콩 (hard kit)	Nintendo of America
dkonghs	동키콩 High Score Kit (hack,V1.2)	hack (Braze Technologies)
dkongike	동키콩/DK (일본판) (hack,V1.1 IKE)	hack (Braze Technologies)
dkongj	동키콩 (일본판 세트 1)	Nintendo
dkongjnrj	동키콩 Junior (일본판 set F-1)	Nintendo
dkongjo	동키콩 (일본판 세트 2)	Nintendo
dkongjo1	동키콩 (일본판 세트 3)	Nintendo
dkongjr	동키콩 쥬니어 (미국판)	Nintendo of America
dkongjr2	동키콩 Junior (US, bootleg?)	Nintendo of America
dkongjrb	동키콩 Jr. (bootleg)	bootleg
dkongjrc	동키콩/JR (combo) (hack,V1.2)	hack (Braze Technologies)
dkongjre	동키콩 Junior (E kit)	Nintendo of America
dkongjrhs	동키콩 쥬니어 High Score Kit (hack,V1.2)	hack (Braze Technologies)
dkongjrj	동키콩 쥬니어 (일본판)	Nintendo
dkongjrpb	동키콩 Junior (P kit, bootleg)	bootleg
dkongo	동키콩 (US 세트 2)	Nintendo
dkongp	동키콩 (patched)	Don Hodges
dkongpac	동키콩 (Pacman graphics)	Tim Appleton
dkongpe	동키콩: Pauline Edition 개정판 5 (2013-04-22)	hack (Clay Cowgill and Mike Mika)
dkongx	동키콩 II: 점프맨 리턴즈 (해킹판, 버전1.2)	hack (Braze Technologies)
dkongx11	동키콩 II: Jumpman Returns (hack, V1.1)	hack (Braze Technologies)
dkpace	동키콩 Pace	Sock Master
dkrainbow	레인보우 동키콩	Sock Master
dkrdemo	동키콩 Remix demo 1.8	Sock Master
dkspkyrmx	동키콩 Spooky Remix	Sock Master
dktrainer	동키콩 Trainer 1.01	Sock Master
dland	드림 랜드 / 슈퍼 드림 랜드 (bootleg of 버블보블)	bootleg
dleague	다이너마이트 리그 (미국판)	Taito America Corporation
dleaguej	다이너마이트 리그 (일본판)	Taito Corporation
dmnfrnt	데몬 프론트 (68k 라벨 V105, 롬 105XX 08/05/02) (ARM 라벨 V105, 롬 08/05/02 S105XX)	IGS
dmnfrnta	데몬 프론트 / Moyu Zhanxian (68k label V102, ROM M102XX 06/19/02) (ARM label V102, ROM 05/24/02 S101XX)	IGS
dmnfrntb	데몬 프론트 / Moyu Zhanxian (68k label V103, ROM M103XX 07/05/02) (ARM label V103, ROM 07/05/02 S103XX)	IGS
dmnfrntpcb	데몬 프론트 V1.1 / Moyu Zhanxian V1.1 (68k label V107KR, ROM M107KR 11/03/03) (ARM label V106KR, ROM 10/16/03 S106KR) (JAMMA PCB)	IGS
dmx	댄스 매니악스 (G*874 버전 JAA)	Konami
dmx2m	댄스 매니악스 2nd Mix (G*A39 버전 JAA)	Konami
dmx2majp	댄스 매니악스 2nd Mix Append J-Paradise (G*A38 버전 JAA)	Konami
dncfrks	댄스 피릭스 (G*874 버전 KAA)	Konami
dnmtdeka	다이너마이트 형사 (일본판, 960515 버전 1.000)	Sega
doa	데드 오어 얼라이브 (Model 2B, 개정판 B)	Sega
doa2	데드 오어 얼라이브 2	Tecmo
doa2a	데드 오어 얼라이브 2 (개정판 A)	Tecmo
doa2m	데드 오어 얼라이브 2 Millennium	Tecmo
doaa	데드 오어 얼라이브 (Model 2A, 개정판 A)	Sega
doapp	데드 오어 얼라이브 ++ (일본판)	Tecmo
doapph01	데드 오어 얼라이브 ++ (일본판)(히든 캐릭터 활성)	Tecmo
dobouchn	도부 짱 (버전 JAA)	Konami
docastle	미스터 도의 캐슬 (세트 1)	Universal
docastle2	미스터 도의 캐슬 (세트 2)	Universal
docastleo	미스터 도의 캐슬 (구버전)	Universal
dodghero	피구 영웅 - Minna Atsumare! Dodge 히로	Sigma
dogosokb	노호층권 (조이스틱 해킹 해적판)	bootleg
dogosoke	노호층권	SNK
dogyuun	도균	Toaplan
dogyuuna	도균 (구버전 set)	Toaplan
dogyuunt	도균 (location test)	Toaplan
dokidoki	두근두근 팽귄랜드	Sega
dokodemo	Doko Demo Issho: Toro's Fishing	Sony / Capcom
dolmen	고인돌	Afega
dolphin	돌핀 블루	Sammy
dominob	도미노 블럭	Wonwoo Systems
dominobv2	도미노 블럭 ver.2	Wonwoo Systems
doncdoon	시끌법석 퍼즐 불꽃놀이	Aruze
dondokod	돈 도코 돈 (세계판)	Taito Corporation Japan
dondokodj	돈 도코 돈 (일본판)	Taito Corporation
dondokodu	돈 도코 돈 (미국판)	Taito America Corporation
donghaer	동글 동글 해롱이	Danbi
donpachi	수령봉 (首領蜂) / 돈파치 (미국판)	Cave (Atlus license)
donpachihk	돈파치 (홍콩판)	Cave (Atlus license)
donpachij	돈파치 (일본판)	Cave (Atlus license)
donpachikr	수령봉 (首領蜂) / 돈파치 (한국판)	Cave (Atlus license)
doraemon	도라에몽의 몽타주 그림 맞추기 (시험판)	Sunsoft / Epoch
doubledr	더블 드래곤 (네오지오 기판)	Technos Japan
doubledrb	더블 드래곤 (Can select Shuko and Duke)	Technos
doubledre2	더블 드래곤 Q (보스 핵 Easy 스페셜 Attacks)	hack
doubledreh	더블 드래곤 (Bases on dbeh - can select Shuko and Duke - after hitting ultra kill is max 20030420)	Technos
doubledres	더블 드래곤 (보스 핵 Easy 스페셜 Attacks)	hack
doubledrhp	더블 드래곤 (Boss Hack Perfect Edition hack by Blackheart 2009-09-19)	Blackheart
doubledrs01	더블 드래곤 (히든 캐릭터 활성 v2)(Neo-Geo)	Hacks
doubledrs02	더블 드래곤 (Enhanced Power)(Neo-Geo)	Hacks
doubledrs03	더블 드래곤 (Cancel Charge)(Neo-Geo)	Hacks
doubledrs04	더블 드래곤 (Black Vesion)(Neo-Geo)	Hacks
doubledrs05	더블 드래곤 (Random Selection)(Neo-Geo)	Hacks
doubledrs06	더블 드래곤 (Super Remix Edition 1.0)(Neo-Geo)	Hacks
doubledrs07	더블 드래곤 (Super Remix Edition 1.1)(Neo-Geo)	Hacks
douni	미스터 도 vs 유니콘	Universal
dowild	미스터 도의 와일드 라이드	Universal
downtown	목격자 / 다운타운 (세트 1)	Seta
downtown2	목격자 / 다운타운 (세트 2)	Seta
downtownj	목격자 / 다운타운 (조이스틱 해킹판)	Seta
downtownp	목격자 / 다운타운 (prototype)	Seta
dquizgo	데이트 퀴즈 고고 (한국판)	SemiCom / AceVer
dquizgo2	데이트 퀴즈 고고 에피소드 2 (한국판)	SemiCom
dragnblz	드래곤 블레이즈	Psikyo
dragntr	드래곤의 보물 (개정판 B) (GDS-0030B)	Sega
dragntr2	드래곤의 보물 2 (개정판 A) (GDS-0037A)	Sega
dragntr3	드래곤의 보물 3 (개정판 A) (GDS-0041A)	Sega
dragntra	드래곤의 보물 (개정판 A) (GDS-0030A)	Sega
dragons1	드래곤스 헤븐	Face
dragonsh	드래곤스 헤븐 (development board)	Face
dragoona	드래군 마이트 (아시아판 버전 B, AAB)	Konami
dragoonas01	드래군 마이트(Always Have Super Move)(ver AAB)	DDJ
dragoonas02	드래군 마이트(Easy Move)(ver AAB)	DDJ
dragoonas03	드래군 마이트(Enable Hidden Character)(ver AAB)	DDJ
dragoonj	드래군 마이트 (ver JAA)	Konami
dreamwld	드림월드	SemiCom
drgnbowl	드래곤 보울	Nics
drgnbowla	드래곤 보울 (set 2, unencrypted program)	Nics
drgnbstr	드래곤 버스터	Namco
drgninja	드래곤 닌자 (일본판)	Data East Corporation
drgninjab	드래곤 보울 (bootleg)	bootleg
drgninjab2	드래곤 보울 (bootleg with 68705)	bootleg
drgnmst	드래곤 마스터	Unico
drgnmst2	드래곤 마스터 (세트 2)	Unico
drgnunit	드래곤 유닛 / 캐슬 오브 드래곤	Seta
drgw2	드래곤 월드 II (버전 110X, 수출판)	IGS
drgw2c	드래곤 월드 II (ver. 100C, China)	IGS
drgw2hk	드래곤 월드 II (ver. 100H, 홍콩판)	IGS
drgw2j	드래곤 월드 II (버전 100J, 일본판)	IGS (Alta license)
drgw3	드래곤 월드 III (버전 106)	IGS
drgw3100	드래곤 월드 III 스페셜 (일본판, ver. 100)	IGS
drgw3103	드래곤 월드 III 스페셜 (일본판, 버전 103)	IGS
drgw3105	드래곤 월드 III 스페셜 (ver. 105)	IGS
drifto94	드리프트 아웃 '94 - 하드 오더 (일본판)	Visco
driftout	드리프트 아웃 (유럽판)	Visco
driftoutj	드리프트 아웃 (일본판)	Visco
driusgxh	다리우스 외전 (Hack)(버전 2.5O 1994/09/19)	Unknown
drivedge	드라이버즈 엣지	Strata/Incredible Technologies
driveyes	드라이버의 눈 (일본판) (1992/01/10, Main 버전 2.1, Sub 버전 1.1)	Namco
drivfrcp	드라이빙 포스 (팩맨 개조판)	Shinkai Inc. (Magic Electronics Inc. license)
drmario	VS 닥터 마리오	Nintendo
drmn	드럼 매니아 (GQ881 버전 JAD)	Konami
drmn10m	드럼 매니아 10th Mix (G*D40 버전 JAA)	Konami
drmn2m	드럼 매니아 2nd Mix (GE912 버전 JAB)	Konami
drmn2mpu	드럼 매니아 2nd Mix Session Power Up Kit (GE912 버전 JAB)	Konami
drmn3m	드럼 매니아 3rd Mix (G*A23 버전 JAA)	Konami
drmn4m	드럼 매니아 4th Mix (G*A25 버전 JAA)	Konami
drmn5m	드럼 매니아 5th Mix (G*B05 버전 JAA)	Konami
drmn6m	드럼 매니아 6th Mix (G*B16 버전 JAA)	Konami
drmn7m	드럼 매니아 7th Mix power-up 버전 (G*C07 버전 JBA)	Konami
drmn7ma	드럼 매니아 7th Mix (G*C07 버전 JAA)	Konami
drmn8m	드럼 매니아 8th Mix (G*C07 버전 JAA)	Konami
drmn9m	드럼 매니아 9th Mix (G*D09 버전 JAA)	Konami
drtoppel	토플박사의 모험 (세계판)	Kaneko / Taito Corporation Japan
drtoppelj	토플박사의 탐험대 (일본판)	Kaneko / Taito Corporation
drtoppelu	토플박사의 모험 (미국판)	Kaneko / Taito America Corporation
dsaber	드래곤 세이버	Namco
dsabera	드래곤 세이버 (세계판, older?)	Namco
dsaberj	드래곤 세이버 (일본판)	Namco
dsem	댄싱 스테이지 Euro Mix (G*936 버전 EAA)	Konami
dsem2	댄싱 스테이지 Euro Mix 2 (G*C23 버전 EAA)	Konami
dsfdct	댄싱 스테이지 피쳐링 드림스 컴 트루 (GC910 버전 JCA)	Konami
dsfdcta	댄싱 스테이지 피쳐링 드림스 컴 트루 (일본판 버전 A, JAA)	Konami
dsfdr	댄싱 스테이지 피쳐링 디즈니 레이브 (GCA37JAA)	Konami
dsftkd	댄싱 스테이지 피처링 트루 키스 디스티네이션 (일본판 버전 A, JAA)	Konami
dsmbl	데스 스마일즈 메가 블랙 레이블 (2008/10/06 메가 블랙 레이블 버전)	Cave (AMI license)
dsoccr94	드림 축구 '94	Irem (Data East Corporation license)
dsoccr94k	드림 축구 '94 (한국판, M107 hardware)	Irem (Data East Corporation license)
dspirit	드래곤 스피릿 (신버전 (DS3))	Namco
dspirit1	드래곤 스피릿 (old version (DS1))	Namco
dspirit2	드래곤 스피릿 (DS2)	Namco
dstage	댄싱 스테이지 - 인터넷 랭킹 버전 (유럽판 버전 A, EAA)	Konami
dstagea	댄싱 스테이지 (GN845 버전 EAA)	Konami
dstlk	다크 스토커즈: 나이트 워리어즈 (유럽판 940705)	Capcom
dstlka	다크 스토커즈: 나이트 워리어즈 (아시아판 940705)	Capcom
dstlkh	다크 스토커즈: 나이트 워리어즈 (히스패닉판 940818)	Capcom
dstlku	다크 스토커즈: 나이트 워리어즈 (미국판 940818)	Capcom
dstlku1d	다크 스토커즈: 나이트 워리어즈 (미국판 940705 Phoenix Edition) (bootleg)	bootleg
dstlkur1	다크 스토커즈: 나이트 워리어즈 (미국판 940705)	Capcom
dtfamily	다이어트 패밀리	SemiCom
dumpmtmt	덤프 마츠모토 (일본판, 8751 317-0011a)	Sega
dunkmnia	덩크 매니아 (DM2/버전 C)	Namco
dunkmniajc	덩크 매니아 (일본판, DM1/VER.C)	Namco
dunkshot	덩크 샷 (FD1089 317-0022)	Sega
dunkshota	덩크 샷 (개정판 A, FD1089A 317-0022)	Sega
dunkshoto	덩크 샷 (FD1089A 317-0022)	Sega
dw2001	중국룡 2001 [Dragon World 2001] (V100 02/21/01 16:05:16, 일본판)	IGS
dw2v100x	드래곤 월드 II (ver. 100X, Export)	IGS
dwex	드랜곤 월드 3 EX (버전 100)	IGS
dwex101cn	Dragon World 3 EX / Zhongguo Long 3 EX / Dungfong Zi Zyu 3 EX / Chuugokuryuu 3 EX (ver. 101CN)	IGS
dwpc	중국룡 프리티 챈스 [Dragon World Pretty Chance] (V101 09/26/01 10:23:26, 일본판)	IGS
dybb99	다이나마이트 베이스볼 '99 (일본판, 개정판 B)	Sega
dybbnao	다이나마이트 베이스볼 NAOMI (일본판)	Sega
dyger	다이거 (한국판 세트 1)	Philko
dygera	다이거 (Korea 세트 2)	Philko
dynabb	다이나마이트 베이스볼	Sega
dynabb97	다이나마이트 베이스볼 97 (개정판 A)	Sega
dynablst	봄버맨 / 다이너 블래스터	Irem (licensed from Hudson Soft)
dynablstb	봄버맨 / 다이너 블래스터 (bootleg, 세트 1)	bootleg (Seitu)
dynablstb2	봄버맨 / 다이너 블래스터 (bootleg, 세트 2)	bootleg (Seitu)
dynablstb3	봄버맨 / 다이너 블래스터 (bootleg, 세트 3)	bootleg (Seitu)
dynabomb	다이나마이트 봄버 (한국판, 개정판 1.5)	Limenko
dynagear	다이나 기어	Sammy
dynamcop	다이나마이트 캅 (수출판, Model 2A)	Sega
dynamcopb	다이너마이트 캅 (Export, Model 2B)	Sega
dynamcopc	다이너마이트 캅 (미국판, Model 2C)	Sega
dyndeka2b	다이나마이트 데카 2 (일본판, Model 2B)	Sega
dynobop	다이노 밥 (V1.1)	Grand Products/Incredible Technologies
dynwar	천지를 먹다 / 다이너스티 워즈 (미국판, B 보드 89624B-?)	Capcom
dynwara	천지를 먹다 (미국판, B-Board 88622B-3)	Capcom
dynwarj	천지를 먹다 (일본판)	Capcom
dynwarjr	천지를 먹다 (일본판 Resale Ver.)	Capcom
earthjkr	U.N. 수비대: 어스 조커	Visco
earthjkra	U.N. 수비대: 어스 조커 (US / Japan, 세트 2)	Visco
earthjkrp	U.N. 수비대: 어스 조커 (일본판, prototype?)	Visco
eca	응급 콜 엠뷸런스 (수출판)	Sega
ecaj	응급 콜 엠뷸런스 (일본판)	Sega
ecap	응급 콜 엠뷸런스 (US location test?)	Sega
ecau	응급 콜 엠뷸런스 (미국판)	Sega
ecofghtr	에코 파이터즈 (세계판 931203)	Capcom
ecofghtra	에코 파이터즈 (아시아판 931203)	Capcom
ecofghtrd	에코 파이터즈 (세계판 931203 Phoenix Edition) (bootleg)	bootleg
ecofghtrh	에코 파이터즈 (히스패닉판 931203)	Capcom
ecofghtru	에코 파이터즈 (미국판 940215)	Capcom
ecofghtru1	에코 파이터즈 (미국판 931203)	Capcom
edf	E.D.F. : 지구방위군	Jaleco
edfa	E.D.F. : 지구방위군 (세트 2)	Jaleco
edfbl	E.D.F. : 지구방위군 (bootleg)	bootleg
edfp	E.D.F. : 지구방위군 (일본판, 시험판)	Jaleco
edfu	E.D.F. : 지구방위군 (North America)	Jaleco
edrandy	클리프행어 - 에드워드 랜디 (세계판 버전 3)	Data East Corporation
edrandy1	클리프행어 - 에드워드 랜디 (세계판 ver 1)	Data East Corporation
edrandy2	클리프행어 - 에드워드 랜디 (세계판 ver 2)	Data East Corporation
edrandyj	클리프행어 - 에드워드 랜디 (일본판 ver 3)	Data East Corporation
egghunt	에그 헌트	Invi Image
ehrgeiz	에어가이츠 (미국판, EG3/버전 A)	Square / Namco
ehrgeizja	에어가이츠 (일본판, EG1/버전 A)	Square / Namco
ehrgeizua	에어가이츠 (US, EG3/VER.A)	Square / Namco
eightfrc	에이트 포스	Tecmo
eightman	에이트맨 (NGM-025)(NGH-025)	SNK / Pallas
eightmaneb	에이트 맨 (강화 버전 hack by Blackheart 2009-08-22)	Blackheart
elandore	투룡전설 엘란도르 / 엘란도르 - 용의전설 (JUET 980922 버전 1.006)	Sai-Mate
elevator	엘리베이터 액션 (5 pcb version, 1.1)	Taito Corporation
elevator4	엘리베이터 액션 (4 pcb 버전, 1.1)	Taito Corporation
elevatorb	엘리베이터 액션 (bootleg)	bootleg
elvactr	엘리베이터 액션 리턴즈 (세계판, 버전 2.2O 1995/02/20)	Taito Corporation Japan
elvactrj	엘리베이터 액션 리턴즈 (Ver 2.2J 1995/02/20)	Taito Corporation
emeralda	에메랄디아 (세계판)	Namco
emeraldaj	에메랄디아 (일본판 버전 B)	Namco
endless	신기동전기 건담 윙: 엔드리스 듀얼 (슈퍼패미콤 게임기 해적판)	bootleg
endurob2	엔듀로 레이서 (bootleg 세트 2)	bootleg
endurobl	엔듀로 레이서 (bootleg 세트 1)	bootleg
enduror	엔듀로 레이서 (YM2151, FD1089B 317-0013A)	Sega
enduror1	엔듀로 레이서 (YM2203) (FD1089B 317-0013A)	Sega
enduror1d	엔듀로 레이서 (YM2203) (bootleg of FD1089B 317-0013A set)	bootleg
endurora	엔듀로 레이서 (YM2151) (mask ROM sprites, FD1089B 317-0013A)	Sega
endurord	엔듀로 레이서 (YM2151) (bootleg of FD1089B 317-0013A set)	bootleg
enmadaio	염라대왕 다이오 (일본판)	Toaplan / Taito
eprom	로봇 몬스터 행성에서 탈출 (세트 1)	Atari Games
eprom2	로봇 몬스터 행성에서 탈출 (세트 2)	Atari Games
equites	에키테	Alpha Denshi Co.
equitess	에키테 (Sega)	Alpha Denshi Co. (Sega license)
esckids	이스케이프 키즈 (아시아판, 4인용)	Konami
esckidsj	이스케이프 키즈 (일본판, 2인용)	Konami
espgal	에스프가루다 (2003/10/15 마스터 버전)	Cave (AMI license)
espgal2	에스프가루다 II (2005/11/14 마스터 버전)	Cave (AMI license)
espgalbl	에스프가루다 (2003/10/15 Master Ver, bootleg cartridge conversion)	bootleg
espial	에스파이얼 (유럽판)	Orca / Thunderbolt
espialu	에스파이얼 (US?)	Orca / Thunderbolt
esprade	에스프레이드 (국제판 버전 1998/04/22)	Cave (Atlus license)
espradej	에스프레이드 (일본판, Ver. 98/04/21)	Cave (Atlus license)
espradejo	에스프레이드 (일본판, Ver. 98/04/14)	Cave (Atlus license)
eswat	E-SWAT - 사이버 경찰 (세트 4, 세계판, FD1094 317-0130)	Sega
eswatd	E-SWAT - 사이버 경찰 (set 4, World) (bootleg of FD1094 317-0130 set)	bootleg
eswatj	E-SWAT - 사이버 경찰 (세트 2, 일본판, FD1094 317-0128)	Sega
eswatj1	E-SWAT - 사이버 경찰 (세트 1, 일본판) (FD1094 317-0131)	Sega
eswatj1d	E-SWAT - 사이버 경찰 (세트 1, 일본판) (bootleg of FD1094 317-0131 set)	bootleg
eswatjd	E-SWAT - 사이버 경찰 (set 2, 일본판) (bootleg of FD1094 317-0128 set)	bootleg
eswatu	E-SWAT - 사이버 경찰 (세트 3, US) (FD1094 317-0129)	Sega
eswatud	E-SWAT - 사이버 경찰 (세트 3, US) (bootleg of FD1094 317-0129 set)	bootleg
eto	동서고금 십이지 이야기 (일본판)	Visco
euroch92	유로 챔프 '92 (세계판)	Taito Corporation Japan
eurogael	유로 리그 (Gaelco bootleg, Modular System)	bootleg (Gaelco / Ervisa)
evilngte	이블 나이트 (버전 EAA)	Konami
evilston	에빌 스톤	Spacy Industrial, Ltd.
evosocc	에볼루션 축구	Evoga
excitebk	Vs. 익사이트 바이크 (세트 EB4-3 E)	Nintendo
excitebkj	Vs. 익사이트 바이크 (세트 EB4-4 A)	Nintendo
excitebko	Vs. 익사이트 바이크 (세트 EB4-3 ?)	Nintendo
excthour	익사이팅 아워	Technos Japan (Taito license)
exctleag	익사이트 리그 (FD1094 317-0079?)	Sega
exctleagd	익사이트 리그 (bootleg of FD1094 317-0079 set)	bootleg
exedexes	엑시드 엑시즈	Capcom
exerion	엑스리온	Jaleco
exerionb	엑스리온 (bootleg)	bootleg
exeriont	엑스리온 (Taito)	Jaleco (Taito America license)
explbrkr	폭열 브레이커 / 익스플로시브 브레이커	Kaneko
explbrkrk	폭열 브레이커 (한국판)	Kaneko
exprraid	익스프레스 레이더 (미국판 세트 1)	Data East Corporation
exprraidi	익스프레스 레이더 (Italy)	Data East Corporation
exprraidu	익스프레스 레이더 (US, rev 5)	Data East USA
extdwnhl	익스트림 다운힐 (버전 1.5)	Sammy Industries Japan
exterm	익스터미네이터	Gottlieb / Premier Technology
extrmatn	익스터미네이션 (세계판)	Taito Corporation Japan
extrmatnj	익스터미네이션 (일본판)	Taito Corporation
extrmatnu	익스터미네이션 (US, World Games)	Taito (World Games license)
extrmatnur	익스터미네이션 (US, Romstar)	Taito America Corporation (Romstar license)
exvania	엑스바니아 - 영웅물어 (세계판)	Namco
exvaniaj	엑스바니아 - 영웅물어 (일본판)	Namco
exzisus	익스지서스 (일본판, 전용판)	Taito Corporation
exzisusa	익스지서스 (일본판, 개조판)	Taito Corporation
exzisust	익스지서스(TAD license)	Taito Corporation (TAD license)
ez2d2m	이지투댄서 2nd 무브	Amuse World
f1dream	F-1 드림	Capcom (Romstar license)
f1dreamb	F-1 드림 (bootleg, 세트 1)	bootleg
f1dreamba	F-1 드림 (bootleg, 세트 2)	bootleg
f1en	F1 이그저스트 노트	Sega
f1enj	F1 이그조스트 노트 (일본판)	Sega
f1enu	F1 이그조스트 노트 (미국판)	Sega
f1gp	F-1 그랑프리	Video System Co.
f1gp2	F-1 그랑프리 파트 II	Video System Co.
f1gpb	F-1 그랜드 프릭스 (Playmark bootleg)	bootleg (Playmark)
f1gpstar	F-1 그랑프리 스타	Jaleco
f1gpstr2	F-1 그랑프리 스타 II	Jaleco
f1lap	F1 슈퍼 랩	Sega
f1lapj	F1 슈퍼 랩 (일본판)	Sega
f1lapt	F1 Super Lap (World, Unprotected)	Sega
f1superb	F1 슈퍼 배틀	Jaleco
f355	패라리 F355 챌린지 (deluxe, no link)	Sega
f355bios	나오미 페라리 F355 첼린지 바이오스	Sega
f355dlx	나오미 패라리 F355 챌린지 (deluxe) Bios	Sega
f355twin	패라리 F355 챌린지 (twin/deluxe)	Sega
f355twinp	페라리 F355 챌린지 (twin/deluxe, preview)	Sega
f355twn2	패라리 F355 챌린지 2 - International Course Edition (twin/deluxe)	Sega
fa	F/A (일본판)	Namco
faceoff	페이스 오프 (일본판)	Namco
fantastc	판타스틱	Taito do Brasil
fantasyj	판타지 (일본판)	SNK
